"X.0.109.";"X.0.446.";"X.12.";"X.2.78.";"interaction";"name";"selected";"shared.interaction";"shared.name";"value";"weight";"from";"to"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT4G37490";"false";"interacts with";"AT4G21750 (interacts with) AT4G37490";0.118782482154093;0.118782482154093;"AT4G21750";"AT4G37490"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G04610";"false";"interacts with";"AT4G21750 (interacts with) AT1G04610";0.114993940340008;0.114993940340008;"AT4G21750";"AT1G04610"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT3G14370";"false";"interacts with";"AT4G21750 (interacts with) AT3G14370";0.110792811712186;0.110792811712186;"AT4G21750";"AT3G14370"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G63650";"false";"interacts with";"AT4G21750 (interacts with) AT1G63650";0.10351914825771;0.10351914825771;"AT4G21750";"AT1G63650"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G79840";"false";"interacts with";"AT4G21750 (interacts with) AT1G79840";0.100207222990721;0.100207222990721;"AT4G21750";"AT1G79840"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT4G39400";"false";"interacts with";"AT4G21750 (interacts with) AT4G39400";0.097929970680377;0.097929970680377;"AT4G21750";"AT4G39400"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT3G62980";"false";"interacts with";"AT4G21750 (interacts with) AT3G62980";0.0924021148759596;0.0924021148759596;"AT4G21750";"AT3G62980"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT5G20240";"false";"interacts with";"AT4G21750 (interacts with) AT5G20240";0.0904047696227587;0.0904047696227587;"AT4G21750";"AT5G20240"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G26870";"false";"interacts with";"AT4G21750 (interacts with) AT1G26870";0.0899928288921561;0.0899928288921561;"AT4G21750";"AT1G26870"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G73590";"false";"interacts with";"AT4G21750 (interacts with) AT1G73590";0.116647561512356;0.116647561512356;"AT4G21750";"AT1G73590"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G80370";"false";"interacts with";"AT4G21750 (interacts with) AT1G80370";0.0958298770345738;0.0958298770345738;"AT4G21750";"AT1G80370"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT3G28860";"false";"interacts with";"AT4G21750 (interacts with) AT3G28860";0.0941906479509824;0.0941906479509824;"AT4G21750";"AT3G28860"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G23080";"false";"interacts with";"AT4G21750 (interacts with) AT1G23080";0.0979058306004426;0.0979058306004426;"AT4G21750";"AT1G23080"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G68880";"false";"interacts with";"AT4G21750 (interacts with) AT1G68880";0.109160838893972;0.109160838893972;"AT4G21750";"AT1G68880"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT4G03190";"false";"interacts with";"AT4G21750 (interacts with) AT4G03190";0.102885322289855;0.102885322289855;"AT4G21750";"AT4G03190"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT3G20840";"false";"interacts with";"AT4G21750 (interacts with) AT3G20840";0.11525660310338;0.11525660310338;"AT4G21750";"AT3G20840"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT1G80100";"false";"interacts with";"AT4G21750 (interacts with) AT1G80100";0.0985848403482375;0.0985848403482375;"AT4G21750";"AT1G80100"
NA;NA;NA;NA;"interacts with";"AT4G21750 (interacts with) AT2G27230";"false";"interacts with";"AT4G21750 (interacts with) AT2G27230";0.0926390452032704;0.0926390452032704;"AT4G21750";"AT2G27230"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT1G34310";"false";"interacts with";"AT4G23980 (interacts with) AT1G34310";0.107196873211676;0.107196873211676;"AT4G23980";"AT1G34310"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT1G04610";"false";"interacts with";"AT4G23980 (interacts with) AT1G04610";0.0967129656228961;0.0967129656228961;"AT4G23980";"AT1G04610"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT1G80100";"false";"interacts with";"AT4G23980 (interacts with) AT1G80100";0.128594703976087;0.128594703976087;"AT4G23980";"AT1G80100"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT5G60690";"false";"interacts with";"AT4G23980 (interacts with) AT5G60690";0.114937011766896;0.114937011766896;"AT4G23980";"AT5G60690"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT5G53290";"false";"interacts with";"AT4G23980 (interacts with) AT5G53290";0.113969273844899;0.113969273844899;"AT4G23980";"AT5G53290"
NA;NA;NA;NA;"interacts with";"AT4G23980 (interacts with) AT5G62000";"false";"interacts with";"AT4G23980 (interacts with) AT5G62000";0.113809060405094;0.113809060405094;"AT4G23980";"AT5G62000"
NA;NA;NA;NA;"interacts with";"AT1G30490 (interacts with) AT3G61830";"false";"interacts with";"AT1G30490 (interacts with) AT3G61830";0.088819213781675;0.088819213781675;"AT1G30490";"AT3G61830"
NA;NA;NA;NA;"interacts with";"AT1G52150 (interacts with) AT2G42830";"false";"interacts with";"AT1G52150 (interacts with) AT2G42830";0.0981886022171165;0.0981886022171165;"AT1G52150";"AT2G42830"
NA;NA;NA;NA;"interacts with";"AT4G14550 (interacts with) AT4G03190";"false";"interacts with";"AT4G14550 (interacts with) AT4G03190";0.0933560919480453;0.0933560919480453;"AT4G14550";"AT4G03190"
NA;NA;NA;NA;"interacts with";"AT5G60200 (interacts with) AT4G14560";"false";"interacts with";"AT5G60200 (interacts with) AT4G14560";0.116067163607841;0.116067163607841;"AT5G60200";"AT4G14560"
NA;NA;NA;NA;"interacts with";"AT5G60200 (interacts with) AT4G13195";"false";"interacts with";"AT5G60200 (interacts with) AT4G13195";0.122897376715368;0.122897376715368;"AT5G60200";"AT4G13195"
NA;NA;NA;NA;"interacts with";"AT1G79580 (interacts with) AT5G20730";"false";"interacts with";"AT1G79580 (interacts with) AT5G20730";0.123202841771191;0.123202841771191;"AT1G79580";"AT5G20730"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT3G02260";"false";"interacts with";"AT5G60690 (interacts with) AT3G02260";0.126774570834133;0.126774570834133;"AT5G60690";"AT3G02260"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT5G57390";"false";"interacts with";"AT5G60690 (interacts with) AT5G57390";0.129412952412822;0.129412952412822;"AT5G60690";"AT5G57390"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT4G23980";"false";"interacts with";"AT5G60690 (interacts with) AT4G23980";0.106488680289993;0.106488680289993;"AT5G60690";"AT4G23980"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT5G18560";"false";"interacts with";"AT5G60690 (interacts with) AT5G18560";0.106881934997983;0.106881934997983;"AT5G60690";"AT5G18560"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT5G25620";"false";"interacts with";"AT5G60690 (interacts with) AT5G25620";0.10755851812105;0.10755851812105;"AT5G60690";"AT5G25620"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT1G68880";"false";"interacts with";"AT5G60690 (interacts with) AT1G68880";0.102158193347768;0.102158193347768;"AT5G60690";"AT1G68880"
NA;NA;NA;NA;"interacts with";"AT5G60690 (interacts with) AT1G16060";"false";"interacts with";"AT5G60690 (interacts with) AT1G16060";0.087687618053892;0.087687618053892;"AT5G60690";"AT1G16060"
NA;NA;NA;NA;"interacts with";"AT1G17950 (interacts with) AT3G54220";"false";"interacts with";"AT1G17950 (interacts with) AT3G54220";0.091465966567918;0.091465966567918;"AT1G17950";"AT3G54220"
NA;NA;NA;NA;"interacts with";"AT1G17950 (interacts with) AT2G01420";"false";"interacts with";"AT1G17950 (interacts with) AT2G01420";0.129596541128287;0.129596541128287;"AT1G17950";"AT2G01420"
NA;NA;NA;NA;"interacts with";"AT1G17950 (interacts with) AT2G42360";"false";"interacts with";"AT1G17950 (interacts with) AT2G42360";0.136728440364959;0.136728440364959;"AT1G17950";"AT2G42360"
NA;NA;NA;NA;"interacts with";"AT1G17950 (interacts with) AT5G43170";"false";"interacts with";"AT1G17950 (interacts with) AT5G43170";0.0957281000046763;0.0957281000046763;"AT1G17950";"AT5G43170"
NA;NA;NA;NA;"interacts with";"AT1G17950 (interacts with) AT1G16060";"false";"interacts with";"AT1G17950 (interacts with) AT1G16060";0.0985788243708402;0.0985788243708402;"AT1G17950";"AT1G16060"
NA;NA;NA;NA;"interacts with";"AT2G46130 (interacts with) AT2G01420";"false";"interacts with";"AT2G46130 (interacts with) AT2G01420";0.175923481082186;0.175923481082186;"AT2G46130";"AT2G01420"
